market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,key_missing_evidence,tearsheet,initiation,risk_plan
tw,7768,頌勝科技,wait_entry,Wait for trigger,360.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-7768/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-7768/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-7768/risk_plan.html
tw,7788,松川精密,wait_entry,Wait for trigger,281.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-7788/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-7788/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-7788/risk_plan.html
tw,8043,蜜望實,wait_entry,Wait for trigger,202.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-8043/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-8043/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-8043/risk_plan.html
tw,8096,擎亞,wait_entry,Wait for trigger,150.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-8096/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-8096/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-8096/risk_plan.html
tw,8162,微矽電子-創,wait_entry,Wait for trigger,81.9,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-8162/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-8162/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-8162/risk_plan.html
tw,8255,朋程,wait_entry,Wait for trigger,200.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-8255/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-8255/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-8255/risk_plan.html
tw,8261,富鼎,wait_entry,Wait for trigger,260.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-8261/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-8261/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-8261/risk_plan.html
us,GETY,Getty Images,wait_entry,Wait for trigger,1.15,USD,2026-06-22 00:00:00-04:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/us-GETY/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/us-GETY/initiation.html,reports/public-equity-batch/2026-06-23/companies/us-GETY/risk_plan.html
us,LITE,Lumentum,wait_entry,Wait for trigger,893.93,USD,2026-06-22 00:00:00-04:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/us-LITE/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/us-LITE/initiation.html,reports/public-equity-batch/2026-06-23/companies/us-LITE/risk_plan.html
us,META,Meta,wait_entry,Wait for trigger,563.85,USD,2026-06-22 00:00:00-04:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/us-META/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/us-META/initiation.html,reports/public-equity-batch/2026-06-23/companies/us-META/risk_plan.html
us,MSFT,Microsoft,wait_entry,Wait for trigger,367.34,USD,2026-06-22 00:00:00-04:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/us-MSFT/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/us-MSFT/initiation.html,reports/public-equity-batch/2026-06-23/companies/us-MSFT/risk_plan.html
us,MU,Micron,wait_entry,Wait for trigger,1211.38,USD,2026-06-22 00:00:00-04:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/us-MU/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/us-MU/initiation.html,reports/public-equity-batch/2026-06-23/companies/us-MU/risk_plan.html
us,NVDA,NVIDIA,wait_entry,Wait for trigger,208.65,USD,2026-06-22 00:00:00-04:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/us-NVDA/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/us-NVDA/initiation.html,reports/public-equity-batch/2026-06-23/companies/us-NVDA/risk_plan.html
