symbol,company,result_status,handoff_statuses,required_objects,next_workflows,packet_json,expected_result_path,template_md,validate_results_report_json
CRH,CRH PLC Ordinary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-CRH.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-CRH.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-CRH.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
DB,Deutsche Bank AG Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-DB.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-DB.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-DB.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
DG,Dollar General Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-DG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-DG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-DG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
DKNG,DraftKings Inc. - Class A Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-DKNG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-DKNG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-DKNG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
DXCM,DexCom,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-DXCM.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-DXCM.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-DXCM.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
EL,Estee Lauder Companies,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-EL.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-EL.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-EL.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
ELAN,Elanco Animal Health Incorporated Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-ELAN.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-ELAN.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-ELAN.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
EPAM,EPAM Systems,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-EPAM.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-EPAM.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-EPAM.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
EXC,Exelon Corporation - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-EXC.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-EXC.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-EXC.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
EXE,Expand Energy Corporation - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-EXE.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-EXE.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-EXE.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
FE,FirstEnergy Corp. Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-FE.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-FE.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-FE.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
FOX,Fox Corporation - Class B Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-FOX.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-FOX.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-FOX.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
FR,First Industrial Realty Trust,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-FR.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-FR.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-FR.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
FRO,Frontline Plc Ordinary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-FRO.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-FRO.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-FRO.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
GSK,GSK plc American Depositary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-GSK.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-GSK.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-GSK.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
GT,The Goodyear Tire & Rubber Company - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-GT.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-GT.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-GT.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
HL,Hecla Mining Company Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-HL.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-HL.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-HL.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
HMY,Harmony Gold Mining Company Limited,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-HMY.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-HMY.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-HMY.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
HOG,Harley-Davidson,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-HOG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-HOG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-HOG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
HSY,The Hershey Company Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""item_missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-HSY.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-HSY.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-HSY.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
HWM,Howmet Aerospace Inc. Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-HWM.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-HWM.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-HWM.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
IAG,Iamgold Corporation Ordinary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-IAG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-IAG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-IAG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
ING,ING Group,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-ING.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-ING.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-ING.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
ISRG,Intuitive Surgical,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-ISRG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-ISRG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-ISRG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
KKR,KKR & Co. Inc. Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-KKR.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-KKR.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-KKR.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
KMI,Kinder Morgan,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-KMI.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-KMI.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-KMI.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
KO,Coca-Cola Company  Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-KO.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-KO.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-KO.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
KTOS,Kratos Defense & Security Solutions,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-KTOS.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-KTOS.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-KTOS.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
LKQ,LKQ Corporation - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-LKQ.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-LKQ.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-LKQ.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
LULU,lululemon athletica inc. - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-LULU.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-LULU.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-LULU.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
MIAX,Miami International Holdings,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-MIAX.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-MIAX.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-MIAX.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
MO,Altria Group,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-MO.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-MO.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-MO.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
MS,Morgan Stanley Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-MS.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-MS.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-MS.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
MT,Arcelor Mittal NY Registry Shares NEW,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-MT.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-MT.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-MT.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
NLY,Annaly Capital Management Inc. Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-NLY.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-NLY.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-NLY.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
NTR,Nutrien Ltd. Common Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-NTR.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-NTR.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-NTR.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
O,Realty Income Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-O.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-O.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-O.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
OTIS,Otis Worldwide Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-OTIS.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-OTIS.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-OTIS.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
PCG,Pacific Gas & Electric Co. Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-PCG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-PCG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-PCG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
PCOR,Procore Technologies,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-PCOR.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-PCOR.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-PCOR.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
PG,Procter & Gamble Company  Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-PG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-PG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-PG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
PM,Philip Morris International Inc Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-PM.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-PM.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-PM.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
