market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,dcf_status,dcf_base_value,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1727,中華化,wait_entry,Wait for trigger,102.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-1727/risk_plan.html
tw,1810,和成,wait_entry,Wait for trigger,21.35,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-1810/risk_plan.html
tw,2049,上銀,wait_entry,Wait for trigger,343.5,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2049/risk_plan.html
tw,2208,台船,wait_entry,Wait for trigger,18.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2208/risk_plan.html
tw,2233,宇隆,wait_entry,Wait for trigger,315.5,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2233/risk_plan.html
tw,2308,台達電,wait_entry,Wait for trigger,2150.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2308/risk_plan.html
tw,2317,鴻海,wait_entry,Wait for trigger,268.5,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2317/risk_plan.html
tw,2329,華泰,wait_entry,Wait for trigger,58.5,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2329/risk_plan.html
tw,2355,敬鵬,wait_entry,Wait for trigger,58.7,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2355/risk_plan.html
tw,2359,所羅門,wait_entry,Wait for trigger,136.5,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2359/risk_plan.html
tw,2360,致茂,wait_entry,Wait for trigger,2310.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2360/risk_plan.html
tw,2371,大同,wait_entry,Wait for trigger,28.15,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2371/risk_plan.html
tw,2399,映泰,wait_entry,Wait for trigger,51.6,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2399/risk_plan.html
tw,2406,國碩,wait_entry,Wait for trigger,35.6,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2406/risk_plan.html
tw,2420,新巨,wait_entry,Wait for trigger,64.2,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2420/risk_plan.html
tw,2421,建準,wait_entry,Wait for trigger,150.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2421/risk_plan.html
tw,2474,可成,wait_entry,Wait for trigger,206.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2474/risk_plan.html
tw,2498,宏達電,wait_entry,Wait for trigger,50.4,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2498/risk_plan.html
tw,2605,新興,wait_entry,Wait for trigger,31.95,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2605/risk_plan.html
tw,2630,亞航,wait_entry,Wait for trigger,42.9,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-2630/risk_plan.html
tw,3010,華立,wait_entry,Wait for trigger,131.5,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-3010/risk_plan.html
tw,3017,奇鋐,wait_entry,Wait for trigger,2420.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-3017/risk_plan.html
tw,3031,佰鴻,wait_entry,Wait for trigger,30.5,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-3031/risk_plan.html
tw,3338,泰碩,wait_entry,Wait for trigger,75.8,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-3338/risk_plan.html
tw,3376,新日興,wait_entry,Wait for trigger,209.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-3376/risk_plan.html
tw,3380,明泰,wait_entry,Wait for trigger,35.8,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-3380/risk_plan.html
tw,3518,柏騰,wait_entry,Wait for trigger,30.9,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-3518/risk_plan.html
tw,3645,達邁,wait_entry,Wait for trigger,96.1,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-3645/risk_plan.html
tw,4540,全球傳動,wait_entry,Wait for trigger,62.1,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-4540/risk_plan.html
tw,4576,大銀微系統,wait_entry,Wait for trigger,236.0,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-4576/risk_plan.html
tw,4763,材料*-KY,wait_entry,Wait for trigger,45.6,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-4763/risk_plan.html
tw,4956,光鋐,wait_entry,Wait for trigger,39.65,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-4956/risk_plan.html
