market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,risk_status,horizon_status,decision_ready,readiness_blockers,next_required_workflow,near_term_3m,base_12m,long_term_3y,key_missing_evidence,summary,tearsheet,initiation,risk_plan
tw,0052,富邦科技,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-0052/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-0052/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-0052/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-0052/risk_plan.html
tw,6285,啟碁,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6285/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6285/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6285/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6285/risk_plan.html
tw,6449,鈺邦,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6449/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6449/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6449/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6449/risk_plan.html
tw,6579,研揚,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6579/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6579/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6579/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6579/risk_plan.html
tw,6695,芯鼎,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6695/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6695/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6695/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6695/risk_plan.html
tw,6743,安普新,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6743/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6743/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6743/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6743/risk_plan.html
tw,6781,AES-KY,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6781/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6781/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6781/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6781/risk_plan.html
tw,6789,采鈺,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6789/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6789/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6789/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6789/risk_plan.html
tw,6921,嘉雨思-創,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6921/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6921/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6921/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6921/risk_plan.html
tw,6962,奕力-KY,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6962/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6962/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6962/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6962/risk_plan.html
tw,8021,尖點,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8021/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8021/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8021/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8021/risk_plan.html
tw,8028,昇陽半導體,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8028/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8028/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8028/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8028/risk_plan.html
tw,8039,台虹,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8039/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8039/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8039/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8039/risk_plan.html
tw,8081,致新,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8081/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8081/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8081/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8081/risk_plan.html
tw,8103,瀚荃,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8103/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8103/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8103/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-8103/risk_plan.html
tw,9918,欣天然,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-9918/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-9918/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-9918/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-9918/risk_plan.html
